Designator,Mid X,Mid Y,Rotation,Layer
C1,115.55,-122.66,180.0,top
C2,116.5,-127.6975,180.0,top
C3,116.83,-128.61,180.0,top
D2,115.58,-131.76,270.0,top
J1,118.8,-116.6,180.0,top
R1,120.58,-122.36,0.0,top
R2,118.455,-127.11,0.0,top
R3,117.33,-123.11,90.0,top
R5,116.58,-132.16,90.0,top
SW1,120.605,-124.535,180.0,top
U1,116.03,-125.18,270.0,top
U2,119.505,-130.235,90.0,top
